strategy_variant,subset,period_split,window,variant,period_count,mean_period_return_pct,median_period_return_pct,compounded_return_pct,max_drawdown_pct,worst_period_return_pct,best_period_return_pct,win_rate_pct,std_pct,monthly_t,sharpe_monthly
baseline,tier1_only,discovery,5,excess_csi1000,11,0.9406766832369002,1.2599364609041137,10.505334427517777,-4.5707772779762905,-2.8690376140489837,4.999724118696951,72.72727272727273,2.506721168482788,1.2446025695076104,0.3752617941971791
baseline,tier1_only,discovery,5,excess_eligible,11,0.5684404702628276,0.34087290804327197,5.876907550566557,-4.565145051934028,-2.3289881172095757,9.648685288661193,54.54545454545454,3.321318601515742,0.5676371290169465,0.17114903400216103
baseline,tier1_only,discovery,10,close,11,0.7277425246590642,0.961599625882518,6.283581991485243,-16.971758196802135,-8.592060336283874,13.497011015596115,54.54545454545454,6.232257164020577,0.38728326427450815,0.11677029774387233
baseline,tier1_only,discovery,10,t1,11,0.6712166872012844,-0.5908395317699489,5.661768415084367,-18.262628644169464,-8.758296824507568,13.06968591622867,45.45454545454545,6.167378194079881,0.3609595251688844,0.10883339177182144
baseline,tier1_only,discovery,10,t1_net,11,0.5112166872012845,-0.750839531769949,3.8230333096574975,-19.071291366649834,-8.918296824507568,12.909685916228671,45.45454545454545,6.167378194079881,0.2749164855242185,0.0828904391970004
baseline,tier1_only,discovery,10,excess_csi300,11,0.48926149629688337,0.019669032967558547,4.329456113434227,-11.510077217792835,-6.407342756885899,9.2239784786608,54.54545454545454,4.810572489416126,0.3373188557400934,0.10170546174562824
baseline,tier1_only,discovery,10,excess_csi1000,11,1.0407558999463975,0.18697092037480711,11.342147403283542,-5.1512836531218404,-5.151283653121843,7.303314452745093,63.63636363636363,3.6426100177699814,0.9476163524592918,0.28571708057387707
baseline,tier1_only,discovery,10,excess_eligible,11,1.139744425286665,0.3889746001976129,12.367231967023429,-3.946700081068377,-2.8653579038414896,12.493532950885058,63.63636363636363,4.157291051446225,0.9092711019739911,0.2741555525418829
baseline,tier1_only,discovery,20,close,11,2.0513331482267176,-1.2685491012946102,21.041045183615026,-16.549003151752338,-7.932248499142919,22.08488064319156,36.36363636363637,8.44776601249056,0.8053611289217893,0.24282551685187434
baseline,tier1_only,discovery,20,t1,11,2.0345312258798547,-1.3866723581653344,20.49760265054712,-18.06946415507302,-8.086407895036638,22.466303506950542,36.36363636363637,8.782410288183831,0.7683285657450994,0.23165977893530956
